"contextWord","correct","cueWord","location","response_time","stimulus","subject_nr","trialType","typicalLocation"
"bottle","1","cap","top","623","x","131","test","top"
"wood","1","stove","top","600","x","131","filler","filler"
"ocean","1","surface","bottom","574","o","131","test","top"
"street","1","light","bottom","476","o","131","test","top"
"bird","1","talon","bottom","571","o","131","test","bottom"
"mushroom","1","stalk","top","375","x","131","test","bottom"
"church","1","steeple","top","484","x","131","test","top"
"corn","1","stalk","top","467","x","131","test","top"
"honey","1","muffin","bottom","462","o","131","filler","filler"
"elephant","1","ear","top","445","x","131","test","top"
"ocean","1","floor","top","432","x","131","test","bottom"
"fruit","1","food","top","379","x","131","filler","filler"
"street","1","corner","top","389","x","131","test","bottom"
"nose","1","sound","top","375","x","131","filler","filler"
"olive","0","fertilizer","bottom","445","x","131","filler","filler"
"shoe","1","laces","bottom","546","o","131","test","top"
"desk","1","drawer","bottom","782","o","131","test","bottom"
"wood","1","freshner","bottom","583","o","131","filler","filler"
"pine","1","oil","top","433","x","131","filler","filler"
"cable","1","pulley","bottom","513","o","131","filler","filler"
"cane","1","sugar","top","628","o","131","filler","filler"
"table","1","leg","top","606","x","131","test","bottom"
"pine","1","bark","bottom","468","o","131","filler","filler"
"coconut","1","milk","bottom","507","o","131","test","bottom"
"coffee","1","tension","top","509","x","131","filler","filler"
"nose","1","itch","bottom","458","o","131","filler","filler"
"coal","1","town","top","415","x","131","filler","filler"
"horse","1","mane","bottom","417","o","131","test","top"
"broom","1","handle","top","414","x","131","test","top"
"tax","0","pressure","top","463","o","131","filler","filler"
"cowboy","1","hat","top","444","x","131","test","top"
"sugar","1","alcohol","top","583","x","131","filler","filler"
"birth","1","cramp","bottom","628","x","131","filler","filler"
"flower","1","stem","top","568","x","131","test","bottom"
"water","1","bird","top","398","x","131","filler","filler"
"bear","1","snout","top","418","x","131","test","top"
"corn","1","seed","bottom","462","o","131","test","bottom"
"broom","1","bristles","bottom","416","o","131","test","bottom"
"bedroom","1","curtains","top","493","x","131","test","top"
"tax","1","wealth","bottom","554","x","131","filler","filler"
"floor","1","rug","top","490","x","131","test","bottom"
"milk","1","virus","top","419","x","131","filler","filler"
"coconut","1","tree","top","432","x","131","test","top"
"plastic","0","report","top","401","o","131","filler","filler"
"job","1","language","top","572","o","131","filler","filler"
"coffee","1","stain","bottom","537","o","131","filler","filler"
"house","1","attic","bottom","725","o","131","test","top"
"family","1","cow","top","483","o","131","filler","filler"
"elephant","1","foot","bottom","510","o","131","test","bottom"
"moth","1","wing","bottom","463","o","131","filler","filler"
"college","1","lake","top","526","o","131","filler","filler"
"hotel","1","lobby","top","624","x","131","test","bottom"
"tree","1","leaves","bottom","610","o","131","test","top"
"cactus","1","bee","top","510","x","131","filler","filler"
"urban","1","riot","top","795","o","131","filler","filler"
"mountain","1","peak","bottom","534","o","131","test","top"
"rain","1","cloud","bottom","754","o","131","test","top"
"steam","1","turbine","bottom","632","x","131","filler","filler"
"cane","1","juice","bottom","518","x","131","filler","filler"
"oil","1","treatment","top","562","o","131","filler","filler"
"coal","1","country","bottom","481","o","131","filler","filler"
"floor","1","lamp","bottom","456","o","131","test","top"
"chocolate","1","powder","bottom","469","o","131","filler","filler"
"summer","1","clothes","bottom","620","x","131","filler","filler"
"summer","1","money","top","466","o","131","filler","filler"
"shoe","1","soles","top","677","x","131","test","bottom"
"fruit","1","slice","bottom","399","o","131","filler","filler"
"urban","1","tower","bottom","553","x","131","filler","filler"
"dog","1","paw","bottom","585","o","131","test","bottom"
"trouser","1","hem","top","557","x","131","test","bottom"
"air","1","current","bottom","540","x","131","filler","filler"
"bear","1","claw","bottom","562","o","131","test","bottom"
"hotel","1","roof","bottom","432","o","131","test","top"
"clock","1","tower","top","567","x","131","test","top"
"bottle","1","coaster","bottom","500","o","131","test","bottom"
"plastic","1","shortage","bottom","596","x","131","filler","filler"
"dog","1","collar","top","574","x","131","test","top"
"air","1","power","top","588","o","131","filler","filler"
"trouser","1","buckle","bottom","590","o","131","test","top"
"birth","1","rash","top","489","o","131","filler","filler"
"student","1","vote","top","636","x","131","filler","filler"
"oil","1","moisturizer","bottom","546","x","131","filler","filler"
"cable","1","brake","top","642","x","131","filler","filler"
"family","1","garden","bottom","620","x","131","filler","filler"
"sugar","1","extract","bottom","528","o","131","filler","filler"
"clock","1","radio","bottom","496","o","131","test","bottom"
"bird","1","eye","top","500","x","131","test","top"
"church","1","pew","bottom","521","o","131","test","bottom"
"shower","1","drain","top","458","x","131","test","bottom"
"winter","1","book","top","649","o","131","filler","filler"
"car","1","windows","top","706","x","131","test","top"
"bicycle","1","seat","top","836","x","131","test","top"
"shower","1","spout","bottom","470","o","131","test","top"
"table","1","cloth","bottom","467","o","131","test","top"
"desk","1","lamp","top","405","x","131","test","top"
"steam","1","lock","top","639","o","131","filler","filler"
"chocolate","1","shavings","top","466","x","131","filler","filler"
"grain","1","law","top","461","o","131","filler","filler"
"olive","1","season","top","530","o","131","filler","filler"
"mushroom","1","cap","bottom","545","o","131","test","top"
"college","0","property","bottom","431","x","131","filler","filler"
"cowboy","1","boot","bottom","606","o","131","test","bottom"
"job","1","competition","bottom","574","x","131","filler","filler"
"cactus","1","chipmunk","bottom","609","o","131","filler","filler"
"bedroom","1","carpet","bottom","516","o","131","test","bottom"
"grain","1","controversy","bottom","605","x","131","filler","filler"
"winter","1","show","bottom","594","x","131","filler","filler"
"flower","1","petal","bottom","472","o","131","test","top"
"mountain","1","base","top","591","x","131","test","bottom"
"moth","1","shape","top","492","x","131","filler","filler"
"rain","1","puddle","top","479","x","131","test","bottom"
"tree","1","roots","top","482","x","131","test","bottom"
"house","1","cellar","top","481","x","131","test","bottom"
"student","1","accusation","bottom","400","o","131","filler","filler"
"car","1","wheels","bottom","434","o","131","test","bottom"
"bicycle","1","tire","bottom","438","o","131","test","bottom"
"milk","1","bacterium","bottom","414","o","131","filler","filler"
"honey","1","soup","top","516","x","131","filler","filler"
"horse","1","hooves","top","467","x","131","test","bottom"
"water","1","algae","bottom","412","o","131","filler","filler"
